Age,Home,From,To,move_N,percentage_moving,t1,t2,ct1,ct2,S,E,A,Ia,Is,Ih,Ic,Im,R
1,668,668,667,39.5756991321119,-1,8.86630077481331,9,9,9.13369922518669,1,1,1,1,0,0,0,0,1
1,668,667,668,39.5756991321119,-1,17,17.1336992251867,17.1336992251867,17.2673984503734,1,1,1,1,1,1,1,1,1
2,668,668,667,27.1631603553062,-1,8.86630077481331,9,9,9.13369922518669,1,1,1,1,0,0,0,0,1
2,668,667,668,27.1631603553062,-1,17,17.1336992251867,17.1336992251867,17.2673984503734,1,1,1,1,1,1,1,1,1
1,669,669,667,41.1692728694292,-1,8.90981770655821,9,9,9.09018229344179,1,1,1,1,0,0,0,0,1
1,669,667,669,41.1692728694292,-1,17,17.0901822934418,17.0901822934418,17.1803645868836,1,1,1,1,1,1,1,1,1
2,669,669,667,26.8672566371681,-1,8.90981770655821,9,9,9.09018229344179,1,1,1,1,0,0,0,0,1
2,669,667,669,26.8672566371681,-1,17,17.0901822934418,17.0901822934418,17.1803645868836,1,1,1,1,1,1,1,1,1
3,669,669,667,22.1243576567318,-1,8.90981770655821,9,9,9.09018229344179,1,1,1,1,0,0,0,0,1
3,669,667,669,22.1243576567318,-1,17,17.0901822934418,17.0901822934418,17.1803645868836,1,1,1,1,1,1,1,1,1
2,684,684,667,39.1091652072388,-1,8.86120646933215,9,9,9.13879353066785,1,1,1,1,0,0,0,0,1
2,684,667,684,39.1091652072388,-1,17,17.1387935306679,17.1387935306679,17.2775870613357,1,1,1,1,1,1,1,1,1
3,684,684,667,29.4736842105263,-1,8.86120646933215,9,9,9.13879353066785,1,1,1,1,0,0,0,0,1
3,684,667,684,29.4736842105263,-1,17,17.1387935306679,17.1387935306679,17.2775870613357,1,1,1,1,1,1,1,1,1
2,685,685,667,20.2448639644642,-1,8.78288436813229,9,9,9.21711563186771,1,1,1,1,0,0,0,0,1
2,685,667,685,20.2448639644642,-1,17,17.2171156318677,17.2171156318677,17.4342312637354,1,1,1,1,1,1,1,1,1
1,899,899,667,29.8325991189427,-1,8.77277157791924,9,9,9.22722842208076,1,1,1,1,0,0,0,0,1
1,899,667,899,29.8325991189427,-1,17,17.2272284220808,17.2272284220808,17.4544568441615,1,1,1,1,1,1,1,1,1
1,901,901,667,20.7328411266065,-1,8.75711660933358,9,9,9.24288339066642,1,1,1,1,0,0,0,0,1
1,901,667,901,20.7328411266065,-1,17,17.2428833906664,17.2428833906664,17.4857667813328,1,1,1,1,1,1,1,1,1
1,903,903,667,21.1118356700359,-1,8.82001869020598,9,9,9.17998130979402,1,1,1,1,0,0,0,0,1
1,903,667,903,21.1118356700359,-1,17,17.179981309794,17.179981309794,17.359962619588,1,1,1,1,1,1,1,1,1
2,914,914,667,22.2280471821756,-1,8.86296084530525,9,9,9.13703915469475,1,1,1,1,0,0,0,0,1
2,914,667,914,22.2280471821756,-1,17,17.1370391546947,17.1370391546947,17.2740783093895,1,1,1,1,1,1,1,1,1
1,917,917,667,25.6044740599714,-1,8.8940165100202,9,9,9.1059834899798,1,1,1,1,0,0,0,0,1
1,917,667,917,25.6044740599714,-1,17,17.1059834899798,17.1059834899798,17.2119669799596,1,1,1,1,1,1,1,1,1
2,917,917,667,30.1099150141643,-1,8.8940165100202,9,9,9.1059834899798,1,1,1,1,0,0,0,0,1
2,917,667,917,30.1099150141643,-1,17,17.1059834899798,17.1059834899798,17.2119669799596,1,1,1,1,1,1,1,1,1
2,683,683,667,25.8517397881997,-1,8.83958219365648,9,9,9.16041780634352,1,1,1,1,0,0,0,0,1
2,683,667,683,25.8517397881997,-1,17,17.1604178063435,17.1604178063435,17.320835612687,1,1,1,1,1,1,1,1,1
3,683,683,667,32.8997867803838,-1,8.83958219365648,9,9,9.16041780634352,1,1,1,1,0,0,0,0,1
3,683,667,683,32.8997867803838,-1,17,17.1604178063435,17.1604178063435,17.320835612687,1,1,1,1,1,1,1,1,1
1,672,672,667,38.2016278209397,-1,8.92738967551041,9,9,9.07261032448959,1,1,1,1,0,0,0,0,1
1,672,667,672,38.2016278209397,-1,17,17.0726103244896,17.0726103244896,17.1452206489792,1,1,1,1,1,1,1,1,1
2,672,672,667,35.1912313432836,-1,8.92738967551041,9,9,9.07261032448959,1,1,1,1,0,0,0,0,1
2,672,667,672,35.1912313432836,-1,17,17.0726103244896,17.0726103244896,17.1452206489792,1,1,1,1,1,1,1,1,1
1,674,674,667,31.9255813953488,-1,8.94315029389817,9,9,9.05684970610183,1,1,1,1,0,0,0,0,1
1,674,667,674,31.9255813953488,-1,17,17.0568497061018,17.0568497061018,17.1136994122037,1,1,1,1,1,1,1,1,1
2,674,674,667,35.9344091618948,-1,8.94315029389817,9,9,9.05684970610183,1,1,1,1,0,0,0,0,1
2,674,667,674,35.9344091618948,-1,17,17.0568497061018,17.0568497061018,17.1136994122037,1,1,1,1,1,1,1,1,1
3,674,674,667,33.1860902255639,-1,8.94315029389817,9,9,9.05684970610183,1,1,1,1,0,0,0,0,1
3,674,667,674,33.1860902255639,-1,17,17.0568497061018,17.0568497061018,17.1136994122037,1,1,1,1,1,1,1,1,1
2,664,664,667,32.9051383399209,-1,8.92587217925666,9,9,9.07412782074334,1,1,1,1,0,0,0,0,1
2,664,667,664,32.9051383399209,-1,17,17.0741278207433,17.0741278207433,17.1482556414867,1,1,1,1,1,1,1,1,1
2,665,665,667,22.0530063291139,-1,8.9173524871293,9,9,9.0826475128707,1,1,1,1,0,0,0,0,1
2,665,667,665,22.0530063291139,-1,17,17.0826475128707,17.0826475128707,17.1652950257414,1,1,1,1,1,1,1,1,1
3,665,665,667,25.8671742808799,-1,8.9173524871293,9,9,9.0826475128707,1,1,1,1,0,0,0,0,1
3,665,667,665,25.8671742808799,-1,17,17.0826475128707,17.0826475128707,17.1652950257414,1,1,1,1,1,1,1,1,1
1,666,666,667,44.3167512690355,-1,8.94177262020763,9,9,9.05822737979237,1,1,1,1,0,0,0,0,1
1,666,667,666,44.3167512690355,-1,17,17.0582273797924,17.0582273797924,17.1164547595847,1,1,1,1,1,1,1,1,1
2,666,666,667,32.5584862385321,-1,8.94177262020763,9,9,9.05822737979237,1,1,1,1,0,0,0,0,1
2,666,667,666,32.5584862385321,-1,17,17.0582273797924,17.0582273797924,17.1164547595847,1,1,1,1,1,1,1,1,1
2,673,673,667,39.4498495486459,-1,8.89913236880978,9,9,9.10086763119022,1,1,1,1,0,0,0,0,1
2,673,667,673,39.4498495486459,-1,17,17.1008676311902,17.1008676311902,17.2017352623804,1,1,1,1,1,1,1,1,1
3,673,673,667,29.3562231759657,-1,8.89913236880978,9,9,9.10086763119022,1,1,1,1,0,0,0,0,1
3,673,667,673,29.3562231759657,-1,17,17.1008676311902,17.1008676311902,17.2017352623804,1,1,1,1,1,1,1,1,1
1,675,675,667,22.6991010047594,-1,8.86383149068112,9,9,9.13616850931888,1,1,1,1,0,0,0,0,1
1,675,667,675,22.6991010047594,-1,17,17.1361685093189,17.1361685093189,17.2723370186378,1,1,1,1,1,1,1,1,1
2,675,675,667,25.5331960885229,-1,8.86383149068112,9,9,9.13616850931888,1,1,1,1,0,0,0,0,1
2,675,667,675,25.5331960885229,-1,17,17.1361685093189,17.1361685093189,17.2723370186378,1,1,1,1,1,1,1,1,1
3,675,675,667,26.5817223198594,-1,8.86383149068112,9,9,9.13616850931888,1,1,1,1,0,0,0,0,1
3,675,667,675,26.5817223198594,-1,17,17.1361685093189,17.1361685093189,17.2723370186378,1,1,1,1,1,1,1,1,1
2,678,678,667,36.9554176072235,-1,8.90180524323896,9,9,9.09819475676104,1,1,1,1,0,0,0,0,1
2,678,667,678,36.9554176072235,-1,17,17.098194756761,17.098194756761,17.1963895135221,1,1,1,1,1,1,1,1,1
3,678,678,667,31.0222222222222,-1,8.90180524323896,9,9,9.09819475676104,1,1,1,1,0,0,0,0,1
3,678,667,678,31.0222222222222,-1,17,17.098194756761,17.098194756761,17.1963895135221,1,1,1,1,1,1,1,1,1
1,679,679,667,32.5827619980411,-1,8.89527702414715,9,9,9.10472297585285,1,1,1,1,0,0,0,0,1
1,679,667,679,32.5827619980411,-1,17,17.1047229758528,17.1047229758528,17.2094459517057,1,1,1,1,1,1,1,1,1
2,679,679,667,54.7106883044208,-1,8.89527702414715,9,9,9.10472297585285,1,1,1,1,0,0,0,0,1
2,679,667,679,54.7106883044208,-1,17,17.1047229758528,17.1047229758528,17.2094459517057,1,1,1,1,1,1,1,1,1
3,686,686,667,22.7806215722121,-1,8.84709690668728,9,9,9.15290309331272,1,1,1,1,0,0,0,0,1
3,686,667,686,22.7806215722121,-1,17,17.1529030933127,17.1529030933127,17.3058061866254,1,1,1,1,1,1,1,1,1
2,687,687,667,21.4931034482759,-1,8.82663681138262,9,9,9.17336318861738,1,1,1,1,0,0,0,0,1
2,687,667,687,21.4931034482759,-1,17,17.1733631886174,17.1733631886174,17.3467263772348,1,1,1,1,1,1,1,1,1
2,688,688,667,27.2459677419355,-1,8.80144619669143,9,9,9.19855380330857,1,1,1,1,0,0,0,0,1
2,688,667,688,27.2459677419355,-1,17,17.1985538033086,17.1985538033086,17.3971076066171,1,1,1,1,1,1,1,1,1
3,688,688,667,20.4710564399421,-1,8.80144619669143,9,9,9.19855380330857,1,1,1,1,0,0,0,0,1
3,688,667,688,20.4710564399421,-1,17,17.1985538033086,17.1985538033086,17.3971076066171,1,1,1,1,1,1,1,1,1
2,905,905,667,22.1551104262969,-1,8.82032643158914,9,9,9.17967356841086,1,1,1,1,0,0,0,0,1
2,905,667,905,22.1551104262969,-1,17,17.1796735684109,17.1796735684109,17.3593471368217,1,1,1,1,1,1,1,1,1
2,893,893,901,21.7213345864662,-1,8.94472655295783,9,9,9.05527344704217,1,1,1,1,0,0,0,0,1
2,893,901,893,21.7213345864662,-1,17,17.0552734470422,17.0552734470422,17.1105468940843,1,1,1,1,1,1,1,1,1
1,896,896,901,37.1048060220035,-1,8.9679714775919,9,9,9.0320285224081,1,1,1,1,0,0,0,0,1
1,896,901,896,37.1048060220035,-1,17,17.0320285224081,17.0320285224081,17.0640570448162,1,1,1,1,1,1,1,1,1
2,896,896,901,40.3647375504711,-1,8.9679714775919,9,9,9.0320285224081,1,1,1,1,0,0,0,0,1
2,896,901,896,40.3647375504711,-1,17,17.0320285224081,17.0320285224081,17.0640570448162,1,1,1,1,1,1,1,1,1
1,897,897,901,21.41458639256,-1,8.9414003883169,9,9,9.0585996116831,1,1,1,1,0,0,0,0,1
1,897,901,897,21.41458639256,-1,17,17.0585996116831,17.0585996116831,17.1171992233662,1,1,1,1,1,1,1,1,1
3,904,904,901,20.6582278481013,-1,8.93822128647252,9,9,9.06177871352748,1,1,1,1,0,0,0,0,1
3,904,901,904,20.6582278481013,-1,17,17.0617787135275,17.0617787135275,17.123557427055,1,1,1,1,1,1,1,1,1
2,907,907,901,38.1522370714701,-1,8.93298661426778,9,9,9.06701338573222,1,1,1,1,0,0,0,0,1
2,907,901,907,38.1522370714701,-1,17,17.0670133857322,17.0670133857322,17.1340267714644,1,1,1,1,1,1,1,1,1
2,920,920,901,26.5515750463249,-1,8.86625660415674,9,9,9.13374339584326,1,1,1,1,0,0,0,0,1
2,920,901,920,26.5515750463249,-1,17,17.1337433958433,17.1337433958433,17.2674867916865,1,1,1,1,1,1,1,1,1
2,926,926,901,20.9558101472995,-1,8.75593637559235,9,9,9.24406362440766,1,1,1,1,0,0,0,0,1
2,926,901,926,20.9558101472995,-1,17,17.2440636244077,17.2440636244077,17.4881272488153,1,1,1,1,1,1,1,1,1
1,924,924,901,22.7193266429265,-1,8.79376413877597,9,9,9.20623586122403,1,1,1,1,0,0,0,0,1
1,924,901,924,22.7193266429265,-1,17,17.206235861224,17.206235861224,17.4124717224481,1,1,1,1,1,1,1,1,1
2,924,924,901,25.8198498748957,-1,8.79376413877597,9,9,9.20623586122403,1,1,1,1,0,0,0,0,1
2,924,901,924,25.8198498748957,-1,17,17.206235861224,17.206235861224,17.4124717224481,1,1,1,1,1,1,1,1,1
2,892,892,901,24.5707814269536,-1,8.89464097703899,9,9,9.10535902296101,1,1,1,1,0,0,0,0,1
2,892,901,892,24.5707814269536,-1,17,17.105359022961,17.105359022961,17.210718045922,1,1,1,1,1,1,1,1,1
2,925,925,901,21.1761929732564,-1,8.77978606170761,9,9,9.22021393829239,1,1,1,1,0,0,0,0,1
2,925,901,925,21.1761929732564,-1,17,17.2202139382924,17.2202139382924,17.4404278765848,1,1,1,1,1,1,1,1,1
2,922,922,916,22.466252909232,-1,8.94467805525597,9,9,9.05532194474403,1,1,1,1,0,0,0,0,1
2,922,916,922,22.466252909232,-1,17,17.055321944744,17.055321944744,17.1106438894881,1,1,1,1,1,1,1,1,1
2,924,924,916,20.2068390325271,-1,8.90937001138958,9,9,9.09062998861042,1,1,1,1,0,0,0,0,1
2,924,916,924,20.2068390325271,-1,17,17.0906299886104,17.0906299886104,17.1812599772208,1,1,1,1,1,1,1,1,1
1,671,671,924,26.2891791044776,-1,8.94699180727469,9,9,9.05300819272531,1,1,1,1,0,0,0,0,1
1,671,924,671,26.2891791044776,-1,17,17.0530081927253,17.0530081927253,17.1060163854506,1,1,1,1,1,1,1,1,1
2,671,671,924,20.3149606299213,-1,8.94699180727469,9,9,9.05300819272531,1,1,1,1,0,0,0,0,1
2,671,924,671,20.3149606299213,-1,17,17.0530081927253,17.0530081927253,17.1060163854506,1,1,1,1,1,1,1,1,1
3,671,671,924,20.4170854271357,-1,8.94699180727469,9,9,9.05300819272531,1,1,1,1,0,0,0,0,1
3,671,924,671,20.4170854271357,-1,17,17.0530081927253,17.0530081927253,17.1060163854506,1,1,1,1,1,1,1,1,1
1,923,923,924,20.7198795180723,-1,8.95078200464439,9,9,9.04921799535561,1,1,1,1,0,0,0,0,1
1,923,924,923,20.7198795180723,-1,17,17.0492179953556,17.0492179953556,17.0984359907112,1,1,1,1,1,1,1,1,1
2,670,670,924,30.1159499183451,-1,8.93625488182919,9,9,9.06374511817081,1,1,1,1,0,0,0,0,1
2,670,924,670,30.1159499183451,-1,17,17.0637451181708,17.0637451181708,17.1274902363416,1,1,1,1,1,1,1,1,1
3,670,670,924,23.2610441767068,-1,8.93625488182919,9,9,9.06374511817081,1,1,1,1,0,0,0,0,1
3,670,924,670,23.2610441767068,-1,17,17.0637451181708,17.0637451181708,17.1274902363416,1,1,1,1,1,1,1,1,1
2,922,922,924,21.3964313421257,-1,8.9559494364207,9,9,9.0440505635793,1,1,1,1,0,0,0,0,1
2,922,924,922,21.3964313421257,-1,17,17.0440505635793,17.0440505635793,17.0881011271586,1,1,1,1,1,1,1,1,1
3,922,922,924,20.3390036452005,-1,8.9559494364207,9,9,9.0440505635793,1,1,1,1,0,0,0,0,1
3,922,924,922,20.3390036452005,-1,17,17.0440505635793,17.0440505635793,17.0881011271586,1,1,1,1,1,1,1,1,1
2,676,676,924,21.8683651804671,-1,8.91589748420138,9,9,9.08410251579863,1,1,1,1,0,0,0,0,1
2,676,924,676,21.8683651804671,-1,17,17.0841025157986,17.0841025157986,17.1682050315973,1,1,1,1,1,1,1,1,1
3,925,925,924,24.1417322834646,-1,8.95227104393616,9,9,9.04772895606384,1,1,1,1,0,0,0,0,1
3,925,924,925,24.1417322834646,-1,17,17.0477289560638,17.0477289560638,17.0954579121277,1,1,1,1,1,1,1,1,1
2,196,196,198,23.6490101658641,-1,8.97127366944039,9,9,9.02872633055961,1,1,1,1,0,0,0,0,1
2,196,198,196,23.6490101658641,-1,17,17.0287263305596,17.0287263305596,17.0574526611192,1,1,1,1,1,1,1,1,1
3,196,196,198,24.2857142857143,-1,8.97127366944039,9,9,9.02872633055961,1,1,1,1,0,0,0,0,1
3,196,198,196,24.2857142857143,-1,17,17.0287263305596,17.0287263305596,17.0574526611192,1,1,1,1,1,1,1,1,1
1,812,812,685,26.939985538684,-1,8.89385842608575,9,9,9.10614157391425,1,1,1,1,0,0,0,0,1
1,812,685,812,26.939985538684,-1,17,17.1061415739143,17.1061415739143,17.2122831478285,1,1,1,1,1,1,1,1,1
2,812,812,685,46.130389064143,-1,8.89385842608575,9,9,9.10614157391425,1,1,1,1,0,0,0,0,1
2,812,685,812,46.130389064143,-1,17,17.1061415739143,17.1061415739143,17.2122831478285,1,1,1,1,1,1,1,1,1
3,812,812,685,24.8603351955307,-1,8.89385842608575,9,9,9.10614157391425,1,1,1,1,0,0,0,0,1
3,812,685,812,24.8603351955307,-1,17,17.1061415739143,17.1061415739143,17.2122831478285,1,1,1,1,1,1,1,1,1
2,202,202,685,24.8613911290323,-1,8.84243663939517,9,9,9.15756336060483,1,1,1,1,0,0,0,0,1
2,202,685,202,24.8613911290323,-1,17,17.1575633606048,17.1575633606048,17.3151267212097,1,1,1,1,1,1,1,1,1
2,680,680,685,23.6200112422709,-1,8.90152202329729,9,9,9.09847797670271,1,1,1,1,0,0,0,0,1
2,680,685,680,23.6200112422709,-1,17,17.0984779767027,17.0984779767027,17.1969559534054,1,1,1,1,1,1,1,1,1
2,819,819,685,25.3294728434505,-1,8.85381934682427,9,9,9.14618065317573,1,1,1,1,0,0,0,0,1
2,819,685,819,25.3294728434505,-1,17,17.1461806531757,17.1461806531757,17.2923613063515,1,1,1,1,1,1,1,1,1
2,825,825,685,27.7213200628601,-1,8.76192339281656,9,9,9.23807660718344,1,1,1,1,0,0,0,0,1
2,825,685,825,27.7213200628601,-1,17,17.2380766071834,17.2380766071834,17.4761532143669,1,1,1,1,1,1,1,1,1
2,827,827,685,25.3840830449827,-1,8.74219191321067,9,9,9.25780808678933,1,1,1,1,0,0,0,0,1
2,827,685,827,25.3840830449827,-1,17,17.2578080867893,17.2578080867893,17.5156161735787,1,1,1,1,1,1,1,1,1
3,827,827,685,21.0127504553734,-1,8.74219191321067,9,9,9.25780808678933,1,1,1,1,0,0,0,0,1
3,827,685,827,21.0127504553734,-1,17,17.2578080867893,17.2578080867893,17.5156161735787,1,1,1,1,1,1,1,1,1
1,881,881,685,30.7842794759825,-1,7.87578547943126,8.87578547943125,9,10,1,1,1,1,0,0,0,0,1
1,881,685,881,30.7842794759825,-1,17,18,18.1242145205687,19.1242145205687,1,1,1,1,1,1,1,1,1
3,670,670,685,20.9349397590361,-1,8.87712022873599,9,9,9.12287977126401,1,1,1,1,0,0,0,0,1
3,670,685,670,20.9349397590361,-1,17,17.122879771264,17.122879771264,17.245759542528,1,1,1,1,1,1,1,1,1
3,675,675,685,22.9569420035149,-1,8.91386675797207,9,9,9.08613324202793,1,1,1,1,0,0,0,0,1
3,675,685,675,22.9569420035149,-1,17,17.0861332420279,17.0861332420279,17.1722664840559,1,1,1,1,1,1,1,1,1
1,676,676,685,23.9778645833333,-1,8.91788625997208,9,9,9.08211374002793,1,1,1,1,0,0,0,0,1
1,676,685,676,23.9778645833333,-1,17,17.0821137400279,17.0821137400279,17.1642274800559,1,1,1,1,1,1,1,1,1
2,676,676,685,42.6433121019108,-1,8.91788625997208,9,9,9.08211374002793,1,1,1,1,0,0,0,0,1
2,676,685,676,42.6433121019108,-1,17,17.0821137400279,17.0821137400279,17.1642274800559,1,1,1,1,1,1,1,1,1
3,676,676,685,26.4504504504505,-1,8.91788625997208,9,9,9.08211374002793,1,1,1,1,0,0,0,0,1
3,676,685,676,26.4504504504505,-1,17,17.0821137400279,17.0821137400279,17.1642274800559,1,1,1,1,1,1,1,1,1
2,677,677,685,35.2424758659852,-1,8.93154924020332,9,9,9.06845075979668,1,1,1,1,0,0,0,0,1
2,677,685,677,35.2424758659852,-1,17,17.0684507597967,17.0684507597967,17.1369015195934,1,1,1,1,1,1,1,1,1
3,677,677,685,29.5510204081633,-1,8.93154924020332,9,9,9.06845075979668,1,1,1,1,0,0,0,0,1
3,677,685,677,29.5510204081633,-1,17,17.0684507597967,17.0684507597967,17.1369015195934,1,1,1,1,1,1,1,1,1
2,681,681,685,46.9567233384853,-1,8.94440027266548,9,9,9.05559972733452,1,1,1,1,0,0,0,0,1
2,681,685,681,46.9567233384853,-1,17,17.0555997273345,17.0555997273345,17.111199454669,1,1,1,1,1,1,1,1,1
3,681,681,685,34.4014401440144,-1,8.94440027266548,9,9,9.05559972733452,1,1,1,1,0,0,0,0,1
3,681,685,681,34.4014401440144,-1,17,17.0555997273345,17.0555997273345,17.111199454669,1,1,1,1,1,1,1,1,1
2,682,682,685,22.8953698135899,-1,8.87457572739604,9,9,9.12542427260396,1,1,1,1,0,0,0,0,1
2,682,685,682,22.8953698135899,-1,17,17.125424272604,17.125424272604,17.2508485452079,1,1,1,1,1,1,1,1,1
3,682,682,685,26.3833333333333,-1,8.87457572739604,9,9,9.12542427260396,1,1,1,1,0,0,0,0,1
3,682,685,682,26.3833333333333,-1,17,17.125424272604,17.125424272604,17.2508485452079,1,1,1,1,1,1,1,1,1
2,686,686,685,28.5986775178026,-1,8.9093298275656,9,9,9.0906701724344,1,1,1,1,0,0,0,0,1
2,686,685,686,28.5986775178026,-1,17,17.0906701724344,17.0906701724344,17.1813403448688,1,1,1,1,1,1,1,1,1
2,687,687,685,29.9034482758621,-1,8.86697919072871,9,9,9.13302080927129,1,1,1,1,0,0,0,0,1
2,687,685,687,29.9034482758621,-1,17,17.1330208092713,17.1330208092713,17.2660416185426,1,1,1,1,1,1,1,1,1
2,688,688,685,23.4879032258064,-1,8.80079097673285,9,9,9.19920902326716,1,1,1,1,0,0,0,0,1
2,688,685,688,23.4879032258064,-1,17,17.1992090232672,17.1992090232672,17.3984180465343,1,1,1,1,1,1,1,1,1
2,811,811,685,21.276,-1,8.8269429683261,9,9,9.1730570316739,1,1,1,1,0,0,0,0,1
2,811,685,811,21.276,-1,17,17.1730570316739,17.1730570316739,17.3461140633478,1,1,1,1,1,1,1,1,1
2,815,815,685,20.0604229607251,-1,8.85810579341866,9,9,9.14189420658134,1,1,1,1,0,0,0,0,1
2,815,685,815,20.0604229607251,-1,17,17.1418942065813,17.1418942065813,17.2837884131627,1,1,1,1,1,1,1,1,1
2,820,820,685,24.806101344364,-1,8.81524658163462,9,9,9.18475341836538,1,1,1,1,0,0,0,0,1
2,820,685,820,24.806101344364,-1,17,17.1847534183654,17.1847534183654,17.3695068367308,1,1,1,1,1,1,1,1,1
2,813,813,685,37.3452631578947,-1,8.89386390561228,9,9,9.10613609438772,1,1,1,1,0,0,0,0,1
2,813,685,813,37.3452631578947,-1,17,17.1061360943877,17.1061360943877,17.2122721887754,1,1,1,1,1,1,1,1,1
3,813,813,685,27.4003294892916,-1,8.89386390561228,9,9,9.10613609438772,1,1,1,1,0,0,0,0,1
3,813,685,813,27.4003294892916,-1,17,17.1061360943877,17.1061360943877,17.2122721887754,1,1,1,1,1,1,1,1,1
2,818,818,685,31.205866376969,-1,8.84893560190749,9,9,9.15106439809252,1,1,1,1,0,0,0,0,1
2,818,685,818,31.205866376969,-1,17,17.1510643980925,17.1510643980925,17.302128796185,1,1,1,1,1,1,1,1,1
2,823,823,685,25.9549600912201,-1,8.82771952024556,9,9,9.17228047975444,1,1,1,1,0,0,0,0,1
2,823,685,823,25.9549600912201,-1,17,17.1722804797544,17.1722804797544,17.3445609595089,1,1,1,1,1,1,1,1,1
1,809,809,685,26.1045856798069,-1,8.94349727710839,9,9,9.05650272289161,1,1,1,1,0,0,0,0,1
1,809,685,809,26.1045856798069,-1,17,17.0565027228916,17.0565027228916,17.1130054457832,1,1,1,1,1,1,1,1,1
2,809,809,685,40.530612244898,-1,8.94349727710839,9,9,9.05650272289161,1,1,1,1,0,0,0,0,1
2,809,685,809,40.530612244898,-1,17,17.0565027228916,17.0565027228916,17.1130054457832,1,1,1,1,1,1,1,1,1
2,810,810,685,42.25,-1,8.90708042210444,9,9,9.09291957789556,1,1,1,1,0,0,0,0,1
2,810,685,810,42.25,-1,17,17.0929195778956,17.0929195778956,17.1858391557911,1,1,1,1,1,1,1,1,1
3,810,810,685,23.1678951678952,-1,8.90708042210444,9,9,9.09291957789556,1,1,1,1,0,0,0,0,1
3,810,685,810,23.1678951678952,-1,17,17.0929195778956,17.0929195778956,17.1858391557911,1,1,1,1,1,1,1,1,1
1,812,812,820,36.2653651482285,-1,8.87063608325336,9,9,9.12936391674664,1,1,1,1,0,0,0,0,1
1,812,820,812,36.2653651482285,-1,17,17.1293639167466,17.1293639167466,17.2587278334933,1,1,1,1,1,1,1,1,1
2,812,812,820,66.3827549947424,-1,8.87063608325336,9,9,9.12936391674664,1,1,1,1,0,0,0,0,1
2,812,820,812,66.3827549947424,-1,17,17.1293639167466,17.1293639167466,17.2587278334933,1,1,1,1,1,1,1,1,1
3,812,812,820,38.5335195530726,-1,8.87063608325336,9,9,9.12936391674664,1,1,1,1,0,0,0,0,1
3,812,820,812,38.5335195530726,-1,17,17.1293639167466,17.1293639167466,17.2587278334933,1,1,1,1,1,1,1,1,1
1,213,213,820,20.1445086705202,-1,8.66871494757891,9,9,9.33128505242109,1,1,1,1,0,0,0,0,1
1,213,820,213,20.1445086705202,-1,17,17.3312850524211,17.3312850524211,17.6625701048422,1,1,1,1,1,1,1,1,1
2,214,214,820,21.5263852242744,-1,8.7140888125005,9,9,9.2859111874995,1,1,1,1,0,0,0,0,1
2,214,820,214,21.5263852242744,-1,17,17.2859111874995,17.2859111874995,17.571822374999,1,1,1,1,1,1,1,1,1
1,819,819,820,21.0077760497667,-1,8.81021472820726,9,9,9.18978527179274,1,1,1,1,0,0,0,0,1
1,819,820,819,21.0077760497667,-1,17,17.1897852717927,17.1897852717927,17.3795705435855,1,1,1,1,1,1,1,1,1
2,819,819,820,56.7380191693291,-1,8.81021472820726,9,9,9.18978527179274,1,1,1,1,0,0,0,0,1
2,819,820,819,56.7380191693291,-1,17,17.1897852717927,17.1897852717927,17.3795705435855,1,1,1,1,1,1,1,1,1
3,819,819,820,52.7391526288923,-1,8.81021472820726,9,9,9.18978527179274,1,1,1,1,0,0,0,0,1
3,819,820,819,52.7391526288923,-1,17,17.1897852717927,17.1897852717927,17.3795705435855,1,1,1,1,1,1,1,1,1
1,825,825,820,39.1541186891054,-1,8.81697127339354,9,9,9.18302872660646,1,1,1,1,0,0,0,0,1
1,825,820,825,39.1541186891054,-1,17,17.1830287266065,17.1830287266065,17.3660574532129,1,1,1,1,1,1,1,1,1
2,825,825,820,36.9617600838135,-1,8.81697127339354,9,9,9.18302872660646,1,1,1,1,0,0,0,0,1
2,825,820,825,36.9617600838135,-1,17,17.1830287266065,17.1830287266065,17.3660574532129,1,1,1,1,1,1,1,1,1
3,825,825,820,51.3914704010185,-1,8.81697127339354,9,9,9.18302872660646,1,1,1,1,0,0,0,0,1
3,825,820,825,51.3914704010185,-1,17,17.1830287266065,17.1830287266065,17.3660574532129,1,1,1,1,1,1,1,1,1
1,826,826,820,61.5584415584416,-1,8.94579713771479,9,9,9.05420286228521,1,1,1,1,0,0,0,0,1
1,826,820,826,61.5584415584416,-1,17,17.0542028622852,17.0542028622852,17.1084057245704,1,1,1,1,1,1,1,1,1
2,826,826,820,123.012765957447,-1,8.94579713771479,9,9,9.05420286228521,1,1,1,1,0,0,0,0,1
2,826,820,826,123.012765957447,-1,17,17.0542028622852,17.0542028622852,17.1084057245704,1,1,1,1,1,1,1,1,1
3,826,826,820,49.9889807162534,-1,8.94579713771479,9,9,9.05420286228521,1,1,1,1,0,0,0,0,1
3,826,820,826,49.9889807162534,-1,17,17.0542028622852,17.0542028622852,17.1084057245704,1,1,1,1,1,1,1,1,1
1,827,827,820,31.4001721170396,-1,8.76887159051147,9,9,9.23112840948853,1,1,1,1,0,0,0,0,1
1,827,820,827,31.4001721170396,-1,17,17.2311284094885,17.2311284094885,17.4622568189771,1,1,1,1,1,1,1,1,1
2,827,827,820,58.1718569780854,-1,8.76887159051147,9,9,9.23112840948853,1,1,1,1,0,0,0,0,1
